id,name,lat,lon
E01011348,Leeds 065C,53.8015472118263,-1.50805511246082
E01011349,Leeds 065D,53.8020504910208,-1.51854103851555
E01011350,Leeds 034A,53.8305511370013,-1.54357816371788
E01011351,Leeds 034B,53.831566435287,-1.53307388321063
E01011352,Leeds 034C,53.8277937137835,-1.53820318313409
E01011353,Leeds 034D,53.8264691291278,-1.52764031824215
E01011354,Leeds 038A,53.8278881556505,-1.55552266662418
E01011355,Leeds 038B,53.8240583431139,-1.55225855183035
E01011356,Leeds 042A,53.8231210453895,-1.53184544820774
E01011357,Leeds 038C,53.8165431436003,-1.5407906437743
E01011358,Leeds 042B,53.8220998347297,-1.54079830547187
E01011359,Leeds 042C,53.8206664427784,-1.52094835305316
E01011360,Leeds 042D,53.8154262247455,-1.53450182551053
E01011361,Leeds 042E,53.8139218845655,-1.52662426954895
E01011362,Leeds 081A,53.7869780165254,-1.57737702153692
E01011363,Leeds 071E,53.7952634018542,-1.56989170907039
E01011364,Leeds 085A,53.7837844636896,-1.54521372521501
E01011366,Leeds 082A,53.7823538585424,-1.56784636845357
E01011368,Leeds 082C,53.7815404377815,-1.55769590296883
E01011369,Leeds 090E,53.7767822628232,-1.57570654899147
E01011370,Leeds 082D,53.7765252218266,-1.56419639730547
E01011371,Leeds 085B,53.7790884932157,-1.54567629129694
E01011372,Leeds 086C,53.7770937399676,-1.54781365760235
E01011373,Leeds 085C,53.7781151082176,-1.55306724035651
E01011374,Leeds 085D,53.7778207030971,-1.54097507914025
E01011375,Leeds 086D,53.7746224348192,-1.5537614075461
E01011376,Leeds 013A,53.8651955618558,-1.62445480795251
E01011377,Leeds 013B,53.859106728894,-1.61864788511614
E01011378,Leeds 013C,53.8600275627472,-1.60942685547547
E01011379,Leeds 017A,53.8542647807132,-1.60875426786302
E01011380,Leeds 016A,53.8525922580188,-1.58083938287341
E01011381,Leeds 016B,53.8639331883221,-1.59457841795186
E01011382,Leeds 013D,53.8540419509315,-1.6258859577501
E01011383,Leeds 019A,53.8508150266902,-1.60095466195822
E01011384,Leeds 017B,53.8527704592636,-1.61989822690482
E01011385,Leeds 016C,53.8487625232211,-1.57329473883877
E01011386,Leeds 016D,53.8513217272813,-1.5899169005859
E01011388,Leeds 019B,53.8455615474189,-1.61396723417578
E01011390,Leeds 087A,53.7696001513988,-1.41541488871804
E01011391,Leeds 087B,53.7691217708678,-1.42476041616629
E01011392,Leeds 087C,53.7597883663902,-1.39875086868134
E01011393,Leeds 103C,53.7392410878272,-1.40850011483097
E01011394,Leeds 103D,53.7388802571746,-1.38142353778449
E01011395,Leeds 103E,53.7292143430838,-1.40028753171596
E01011396,Leeds 074A,53.7974879343429,-1.38942429070262
E01011397,Leeds 077A,53.7935512917283,-1.37234934899059
E01011398,Leeds 077B,53.7955593349809,-1.3664491768846
E01011399,Leeds 074B,53.793476047028,-1.40189891003289
E01011400,Leeds 074C,53.7969774288631,-1.37710768302331
E01011401,Leeds 077C,53.7881558290218,-1.37517248832023
